  Temperature      Weight        HeatFlow
      °C              %             W/g
    498.86          36.48          5.276
    498.95          36.48          5.275
    499.03          36.48          5.275
    499.11          36.47          5.275
    499.20          36.47          5.274
    499.28          36.47          5.274
    499.36          36.46          5.273
    499.44          36.46          5.273
    499.53          36.46          5.272
    499.61          36.45          5.272
    499.69          36.45          5.271
    499.78          36.45          5.271
    499.86          36.44          5.270
    499.95          36.44          5.269
    500.03          36.44          5.269
    500.11          36.43          5.269
    500.20          36.43          5.268
    500.28          36.43          5.268
    500.36          36.42          5.267
    500.44          36.42          5.267
    500.53          36.42          5.266
    500.62          36.41          5.266
    500.70          36.41          5.265
    500.78          36.41          5.265
    500.86          36.41          5.264
    500.95          36.40          5.264
    501.03          36.40          5.263
    501.11          36.40          5.263
    501.20          36.39          5.262
    501.28          36.39          5.261
    501.36          36.39          5.261
    501.44          36.39          5.260
    501.53          36.38          5.259
    501.61          36.38          5.258
    501.69          36.38          5.258
    501.78          36.38          5.257
    501.86          36.37          5.256
    501.95          36.37          5.256
    502.03          36.37          5.255
    502.11          36.37          5.255
    502.20          36.36          5.254
    502.28          36.36          5.253
    502.36          36.36          5.253
    502.44          36.35          5.252
    502.53          36.35          5.251
    502.61          36.35          5.251
    502.70          36.35          5.250
    502.78          36.34          5.249
    502.86          36.34          5.249
    502.94          36.34          5.248
    503.02          36.33          5.247
    503.10          36.33          5.246
    503.19          36.33          5.245
    503.28          36.32          5.245
    503.36          36.32          5.244
    503.44          36.32          5.243
    503.53          36.31          5.242
    503.61          36.31          5.241
    503.69          36.31          5.240
    503.78          36.31          5.240
    503.86          36.30          5.239
    503.94          36.30          5.238
    504.03          36.30          5.238
    504.11          36.30          5.237
    504.19          36.29          5.237
    504.28          36.29          5.236
    504.36          36.29          5.235
    504.44          36.28          5.234
    504.53          36.28          5.234
    504.61          36.28          5.233
    504.69          36.27          5.232
    504.78          36.27          5.231
    504.86          36.27          5.230
    504.94          36.26          5.229
    505.03          36.26          5.228
    505.11          36.26          5.227
    505.19          36.26          5.226
    505.27          36.25          5.226
    505.36          36.25          5.225
    505.44          36.25          5.224
    505.52          36.25          5.223
    505.61          36.24          5.222
    505.69          36.24          5.222
    505.78          36.24          5.221
    505.86          36.24          5.221
    505.94          36.23          5.220
    506.03          36.23          5.219
    506.11          36.23          5.218
    506.19          36.22          5.217
    506.27          36.22          5.216
    506.35          36.22          5.216
    506.44          36.22          5.215
    506.52          36.22          5.214
    506.60          36.21          5.213
    506.69          36.21          5.212
    506.77          36.21          5.212
    506.85          36.20          5.211
    506.94          36.20          5.210
    507.02          36.20          5.210
    507.11          36.19          5.209
    507.19          36.19          5.208
    507.27          36.19          5.207
    507.36          36.18          5.207
    507.44          36.18          5.206
    507.52          36.18          5.205
    507.61          36.18          5.204
    507.69          36.18          5.203
    507.77          36.17          5.202
    507.85          36.17          5.202
    507.94          36.17          5.201
    508.02          36.17          5.200
    508.11          36.16          5.199
    508.19          36.16          5.198
    508.27          36.16          5.198
    508.36          36.16          5.197
    508.44          36.15          5.196
    508.52          36.15          5.195
    508.61          36.15          5.194
    508.69          36.15          5.194
    508.77          36.14          5.193
    508.86          36.14          5.192
    508.94          36.14          5.191
    509.02          36.14          5.190
    509.11          36.13          5.189
    509.19          36.13          5.188
    509.27          36.13          5.188
    509.36          36.13          5.187
    509.44          36.12          5.186
    509.52          36.12          5.185
    509.61          36.12          5.184
    509.69          36.12          5.183
    509.77          36.11          5.182
    509.85          36.11          5.181
    509.94          36.11          5.180
    510.02          36.10          5.179
    510.11          36.10          5.178
    510.19          36.10          5.177
    510.27          36.09          5.176
    510.36          36.09          5.175
    510.44          36.09          5.174
    510.52          36.09          5.173
    510.60          36.08          5.172
    510.68          36.08          5.171
    510.77          36.08          5.170
    510.85          36.08          5.169
    510.94          36.07          5.168
    511.02          36.07          5.168
    511.10          36.07          5.167
    511.19          36.07          5.166
    511.27          36.07          5.165
    511.35          36.06          5.164
    511.44          36.06          5.163
    511.52          36.06          5.162
    511.61          36.06          5.161
    511.69          36.05          5.160
    511.77          36.05          5.160
    511.85          36.05          5.159
    511.93          36.04          5.158
    512.02          36.04          5.157
    512.11          36.04          5.156
    512.19          36.04          5.155
    512.27          36.03          5.154
    512.36          36.03          5.153
    512.43          36.03          5.152
    512.51          36.03          5.151
    512.59          36.02          5.150
    512.68          36.02          5.149
    512.77          36.02          5.148
    512.85          36.02          5.147
    512.93          36.02          5.146
    513.02          36.01          5.145
    513.10          36.01          5.144
    513.18          36.01          5.143
    513.27          36.01          5.142
    513.36          36.00          5.141
    513.44          36.00          5.140
    513.52          36.00          5.139
    513.61          35.99          5.138
    513.69          35.99          5.137
    513.77          35.99          5.136
    513.85          35.99          5.135
    513.94          35.98          5.134
    514.02          35.98          5.133
    514.10          35.98          5.132
    514.18          35.98          5.131
    514.27          35.97          5.130
    514.35          35.97          5.128
    514.44          35.97          5.127
    514.52          35.97          5.126
    514.60          35.96          5.125
    514.68          35.96          5.124
    514.77          35.96          5.123
    514.85          35.96          5.122
    514.93          35.95          5.121
    515.01          35.95          5.120
    515.10          35.95          5.119
    515.18          35.95          5.118
    515.26          35.94          5.117
    515.35          35.94          5.116
    515.43          35.94          5.115
    515.52          35.94          5.114
    515.60          35.94          5.113
    515.69          35.93          5.112
    515.77          35.93          5.111
    515.85          35.93          5.110
    515.93          35.93          5.109
    516.02          35.92          5.108
    516.10          35.92          5.107
    516.18          35.92          5.105
    516.27          35.92          5.104
    516.35          35.92          5.103
    516.43          35.91          5.102
    516.51          35.91          5.101
    516.60          35.91          5.100
    516.68          35.91          5.099
    516.77          35.90          5.097
    516.85          35.90          5.096
    516.93          35.90          5.095
    517.02          35.90          5.094
    517.10          35.89          5.093
    517.18          35.89          5.092
    517.26          35.89          5.091
    517.35          35.88          5.090
    517.43          35.88          5.089
    517.52          35.88          5.088
    517.60          35.88          5.087
    517.68          35.87          5.086
    517.76          35.87          5.085
    517.85          35.87          5.084
    517.93          35.87          5.083
    518.02          35.86          5.082
    518.10          35.86          5.081
    518.18          35.86          5.080
    518.27          35.86          5.078
    518.35          35.86          5.077
    518.43          35.86          5.076
    518.51          35.86          5.075
    518.60          35.85          5.073
    518.68          35.85          5.072
    518.76          35.85          5.071
    518.85          35.85          5.070
    518.93          35.84          5.069
    519.01          35.84          5.067
    519.09          35.84          5.066
    519.18          35.83          5.065
    519.26          35.83          5.064
    519.34          35.83          5.063
    519.43          35.82          5.061
    519.51          35.82          5.060
    519.59          35.82          5.059
    519.68          35.82          5.058
    519.76          35.81          5.057
    519.84          35.81          5.056
    519.92          35.81          5.055
    520.01          35.81          5.054
    520.09          35.81          5.053
    520.18          35.81          5.052
    520.26          35.80          5.051
    520.34          35.80          5.050
    520.43          35.80          5.049
    520.50          35.79          5.048
    520.59          35.79          5.047
    520.67          35.79          5.045
    520.76          35.79          5.044
    520.84          35.79          5.043
    520.92          35.79          5.043
    521.01          35.78          5.042
    521.09          35.78          5.040
    521.17          35.78          5.039
    521.26          35.78          5.038
    521.34          35.77          5.037
    521.43          35.77          5.035
    521.51          35.77          5.035
    521.59          35.76          5.033
    521.67          35.76          5.032
    521.76          35.76          5.031
    521.84          35.76          5.030
    521.92          35.75          5.029
    522.01          35.75          5.028
    522.09          35.75          5.027
    522.17          35.75          5.026
    522.25          35.75          5.024
    522.34          35.74          5.023
    522.43          35.74          5.022
    522.51          35.74          5.021
    522.59          35.74          5.020
    522.68          35.73          5.019
    522.76          35.73          5.018
    522.84          35.73          5.017
    522.92          35.73          5.016
    523.01          35.73          5.015
    523.09          35.72          5.014
    523.17          35.72          5.013
    523.26          35.72          5.012
    523.34          35.72          5.011
    523.42          35.72          5.010
    523.50          35.71          5.009
    523.58          35.71          5.008
    523.66          35.71          5.007
    523.75          35.71          5.006
    523.84          35.71          5.004
    523.92          35.70          5.003
    524.00          35.70          5.002
    524.09          35.70          5.001
    524.17          35.70          4.999
    524.25          35.70          4.998
    524.33          35.69          4.997
    524.42          35.69          4.996
    524.50          35.69          4.995
    524.58          35.68          4.994
    524.67          35.68          4.992
    524.75          35.68          4.991
    524.83          35.68          4.990
    524.92          35.68          4.989
    525.00          35.67          4.988
    525.08          35.67          4.987
    525.16          35.67          4.986
    525.25          35.67          4.985
    525.33          35.66          4.984
    525.42          35.66          4.982
    525.50          35.66          4.981
    525.58          35.66          4.981
    525.67          35.66          4.979
    525.75          35.66          4.978
    525.84          35.65          4.977
    525.92          35.65          4.976
    526.00          35.65          4.975
    526.08          35.65          4.974
    526.17          35.65          4.973
    526.25          35.64          4.972
    526.33          35.64          4.970
    526.42          35.63          4.969
    526.50          35.63          4.968
    526.58          35.63          4.967
    526.67          35.63          4.966
    526.75          35.63          4.965
    526.83          35.62          4.964
    526.91          35.62          4.963
    527.00          35.62          4.962
    527.08          35.62          4.961
    527.17          35.62          4.960
    527.25          35.61          4.959
    527.33          35.61          4.958
    527.42          35.61          4.957
    527.50          35.61          4.955
    527.58          35.61          4.954
    527.67          35.61          4.952
    527.75          35.60          4.951
    527.83          35.60          4.950
    527.91          35.60          4.949
    527.99          35.60          4.948
    528.08          35.60          4.947
    528.16          35.59          4.946
    528.25          35.59          4.945
    528.33          35.59          4.944
    528.41          35.59          4.943
    528.50          35.58          4.942
    528.58          35.58          4.941
    528.66          35.58          4.939
    528.75          35.58          4.938
    528.83          35.57          4.937
    528.91          35.57          4.936
    529.00          35.57          4.935
    529.08          35.57          4.933
    529.16          35.56          4.932
    529.25          35.56          4.931
    529.33          35.56          4.929
    529.41          35.56          4.928
    529.49          35.55          4.927
    529.58          35.55          4.926
    529.66          35.55          4.925
    529.74          35.54          4.924
    529.83          35.54          4.923
    529.91          35.54          4.922
    529.99          35.54          4.921
    530.08          35.53          4.920
    530.16          35.53          4.919
    530.24          35.53          4.918
    530.33          35.53          4.917
    530.41          35.53          4.916
    530.50          35.53          4.915
    530.58          35.52          4.914
    530.66          35.52          4.913
    530.75          35.52          4.912
    530.83          35.52          4.911
    530.91          35.52          4.910
    530.99          35.51          4.909
    531.08          35.51          4.908
    531.16          35.51          4.907
    531.24          35.51          4.906
    531.32          35.50          4.904
    531.41          35.50          4.903
    531.48          35.50          4.902
    531.57          35.50          4.900
    531.66          35.49          4.899
    531.74          35.49          4.898
    531.82          35.49          4.897
    531.91          35.49          4.895
    531.99          35.49          4.894
    532.08          35.48          4.893
    532.16          35.48          4.892
    532.24          35.48          4.891
    532.32          35.48          4.890
    532.41          35.48          4.889
    532.49          35.47          4.887
    532.57          35.47          4.886
    532.66          35.47          4.885
    532.74          35.47          4.884
    532.83          35.47          4.883
    532.91          35.46          4.883
    532.99          35.46          4.881
    533.08          35.46          4.880
    533.16          35.46          4.879
    533.24          35.46          4.878
    533.33          35.45          4.877
    533.41          35.45          4.876
    533.49          35.45          4.875
    533.58          35.45          4.874
    533.66          35.44          4.873
    533.74          35.44          4.871
    533.82          35.44          4.870
    533.91          35.44          4.869
    533.99          35.44          4.868
    534.07          35.43          4.866
    534.15          35.43          4.865
    534.24          35.43          4.864
    534.32          35.43          4.862
    534.40          35.42          4.861
    534.49          35.42          4.860
    534.57          35.42          4.859
    534.65          35.42          4.857
    534.74          35.41          4.856
    534.82          35.41          4.855
    534.90          35.41          4.854
    534.99          35.41          4.853
    535.07          35.41          4.852
    535.15          35.40          4.850
    535.23          35.40          4.849
    535.32          35.40          4.848
    535.40          35.40          4.847
    535.48          35.40          4.846
    535.56          35.39          4.845
    535.65          35.39          4.844
    535.74          35.39          4.843
    535.82          35.39          4.842
    535.90          35.38          4.841
    535.99          35.38          4.840
    536.07          35.38          4.839
    536.15          35.38          4.838
    536.24          35.38          4.837
    536.32          35.37          4.835
    536.40          35.37          4.835
    536.49          35.37          4.833
    536.57          35.37          4.832
    536.65          35.37          4.831
    536.74          35.36          4.830
    536.82          35.36          4.829
    536.90          35.36          4.828
    536.99          35.36          4.827
    537.07          35.35          4.826
    537.15          35.35          4.825
    537.23          35.35          4.824
    537.32          35.35          4.823
    537.40          35.35          4.821
    537.49          35.34          4.820
    537.57          35.34          4.818
    537.65          35.34          4.817
    537.73          35.34          4.815
    537.81          35.34          4.814
    537.90          35.34          4.813
    537.98          35.33          4.811
    538.07          35.33          4.809
    538.15          35.33          4.808
    538.23          35.33          4.806
    538.32          35.32          4.805
    538.40          35.32          4.803
    538.48          35.32          4.802
    538.57          35.31          4.800
    538.65          35.31          4.798
    538.73          35.31          4.796
    538.82          35.31          4.794
    538.90          35.30          4.792
    538.98          35.30          4.789
    539.07          35.30          4.787
    539.15          35.30          4.786
    539.23          35.30          4.784
    539.32          35.30          4.782
    539.40          35.29          4.780
    539.48          35.29          4.779
    539.56          35.29          4.778
    539.65          35.29          4.777
    539.73          35.29          4.776
    539.81          35.29          4.776
    539.89          35.28          4.775
    539.98          35.28          4.775
    540.06          35.28          4.774
    540.14          35.28          4.774
    540.23          35.27          4.773
    540.31          35.27          4.772
    540.39          35.27          4.771
    540.47          35.26          4.770
    540.56          35.26          4.768
    540.64          35.26          4.767
    540.73          35.26          4.766
    540.81          35.25          4.765
    540.89          35.25          4.763
    540.98          35.25          4.762
    541.06          35.25          4.760
    541.14          35.25          4.759
    541.23          35.25          4.757
    541.31          35.24          4.756
    541.39          35.24          4.755
    541.47          35.24          4.753
    541.56          35.24          4.752
    541.64          35.24          4.751
    541.73          35.24          4.750
    541.81          35.23          4.748
    541.89          35.23          4.747
    541.97          35.23          4.746
    542.05          35.23          4.744
    542.14          35.23          4.743
    542.23          35.22          4.741
    542.31          35.22          4.740
    542.39          35.22          4.738
    542.47          35.22          4.736
    542.55          35.21          4.734
    542.64          35.21          4.732
    542.72          35.21          4.730
    542.81          35.21          4.728
    542.89          35.20          4.726
    542.97          35.20          4.724
    543.05          35.20          4.722
    543.14          35.20          4.720
    543.22          35.20          4.718
    543.30          35.19          4.716
    543.39          35.19          4.715
    543.47          35.19          4.713
    543.55          35.19          4.712
    543.64          35.19          4.710
    543.72          35.19          4.708
    543.80          35.19          4.707
    543.89          35.18          4.705
    543.97          35.18          4.704
    544.05          35.18          4.703
    544.14          35.18          4.701
    544.22          35.17          4.700
    544.30          35.17          4.698
    544.39          35.17          4.697
    544.47          35.17          4.695
    544.55          35.16          4.694
    544.64          35.16          4.692
    544.72          35.16          4.690
    544.80          35.15          4.689
    544.88          35.15          4.687
    544.97          35.15          4.686
    545.05          35.15          4.684
    545.13          35.14          4.682
    545.21          35.14          4.680
    545.30          35.14          4.678
    545.38          35.14          4.677
    545.47          35.14          4.675
    545.55          35.13          4.673
    545.63          35.13          4.671
    545.72          35.13          4.669
    545.80          35.13          4.667
    545.88          35.13          4.665
    545.96          35.12          4.663
    546.05          35.12          4.661
    546.13          35.12          4.660
    546.22          35.12          4.658
    546.30          35.11          4.656
    546.38          35.11          4.654
    546.46          35.11          4.653
    546.55          35.11          4.651
    546.63          35.11          4.649
    546.71          35.10          4.648
    546.80          35.10          4.646
    546.88          35.10          4.644
    546.96          35.10          4.643
    547.04          35.10          4.641
    547.13          35.09          4.639
    547.21          35.09          4.638
    547.29          35.09          4.636
    547.38          35.09          4.634
    547.46          35.09          4.633
    547.54          35.08          4.631
    547.63          35.08          4.630
    547.71          35.08          4.628
    547.79          35.08          4.627
    547.87          35.07          4.626
    547.95          35.07          4.624
    548.04          35.07          4.623
    548.12          35.07          4.622
    548.21          35.07          4.621
    548.29          35.06          4.620
    548.38          35.06          4.619
    548.46          35.06          4.618
    548.54          35.06          4.617
    548.62          35.06          4.616
    548.70          35.06          4.615
    548.79          35.06          4.613
    548.87          35.05          4.611
    548.95          35.05          4.609
    549.04          35.05          4.607
    549.12          35.05          4.604
    549.20          35.05          4.601
    549.29          35.04          4.597
    549.37          35.04          4.593
    549.45          35.04          4.589
    549.54          35.04          4.584
    549.62          35.03          4.579
    549.70          35.03          4.575
    549.78          35.03          4.570
    549.87          35.03          4.564
    549.95          35.02          4.559
    550.02          35.02          4.553
    550.11          35.02          4.547
    550.19          35.02          4.541
    550.28          35.02          4.535
    550.36          35.01          4.530
    550.45          35.01          4.524
    550.53          35.01          4.520
    550.61          35.01          4.516
    550.70          35.00          4.513
    550.78          35.00          4.511
    550.87          35.00          4.509
    550.95          35.00          4.509
    551.03          35.00          4.510
    551.11          34.99          4.511
    551.20          34.99          4.512
    551.28          34.99          4.514
    551.36          34.99          4.515
    551.44          34.99          4.517
    551.53          34.99          4.518
    551.62          34.98          4.519
    551.70          34.98          4.519
    551.78          34.98          4.519
    551.87          34.98          4.518
    551.95          34.97          4.518
    552.03          34.97          4.517
    552.12          34.97          4.515
    552.20          34.97          4.513
    552.28          34.97          4.511
    552.36          34.96          4.509
    552.45          34.96          4.506
    552.53          34.96          4.504
    552.61          34.96          4.502
    552.70          34.96          4.499
    552.78          34.95          4.497
    552.86          34.95          4.495
    552.94          34.95          4.492
    553.02          34.95          4.490
    553.11          34.95          4.488
    553.19          34.94          4.486
    553.28          34.94          4.483
    553.36          34.94          4.481
    553.44          34.94          4.479
    553.52          34.94          4.477
    553.61          34.94          4.474
    553.69          34.93          4.471
    553.77          34.93          4.469
    553.86          34.93          4.467
    553.94          34.93          4.466
    554.02          34.92          4.464
    554.11          34.92          4.462
    554.19          34.92          4.459
    554.27          34.92          4.456
    554.36          34.92          4.454
    554.44          34.91          4.451
    554.52          34.91          4.449
    554.61          34.91          4.447
    554.69          34.91          4.444
    554.77          34.91          4.440
    554.85          34.90          4.437
    554.93          34.90          4.435
    555.02          34.90          4.432
    555.10          34.90          4.430
    555.19          34.90          4.427
    555.27          34.89          4.425
    555.35          34.89          4.422
    555.44          34.89          4.420
    555.52          34.89          4.417
    555.60          34.89          4.414
    555.68          34.89          4.412
    555.77          34.88          4.408
    555.85          34.88          4.405
    555.94          34.88          4.403
    556.02          34.88          4.400
    556.10          34.88          4.397
    556.18          34.87          4.394
    556.26          34.87          4.392
    556.35          34.87          4.389
    556.43          34.87          4.386
    556.51          34.87          4.383
    556.60          34.86          4.381
    556.68          34.86          4.378
    556.76          34.86          4.375
    556.85          34.86          4.372
    556.93          34.85          4.369
    557.01          34.85          4.366
    557.09          34.85          4.364
    557.18          34.85          4.360
    557.26          34.85          4.357
    557.34          34.84          4.354
    557.43          34.84          4.351
    557.51          34.84          4.348
    557.59          34.84          4.345
    557.68          34.84          4.342
    557.76          34.83          4.340
    557.84          34.83          4.337
    557.92          34.83          4.334
    558.01          34.83          4.331
    558.09          34.83          4.328
    558.18          34.82          4.325
    558.26          34.82          4.322
    558.34          34.82          4.319
    558.42          34.82          4.316
    558.51          34.82          4.313
    558.59          34.82          4.310
    558.67          34.82          4.307
    558.76          34.82          4.304
    558.84          34.81          4.301
    558.92          34.81          4.298
    559.00          34.81          4.295
    559.08          34.81          4.292
    559.17          34.81          4.289
    559.25          34.80          4.286
    559.34          34.80          4.283
    559.42          34.80          4.279
    559.50          34.80          4.276
    559.58          34.79          4.272
    559.67          34.79          4.269
    559.75          34.79          4.266
    559.84          34.79          4.262
    559.92          34.78          4.259
    560.00          34.78          4.255
    560.08          34.78          4.252
    560.17          34.78          4.249
    560.25          34.78          4.246
    560.33          34.77          4.243
    560.42          34.77          4.240
    560.50          34.77          4.237
    560.58          34.77          4.233
    560.66          34.77          4.230
    560.74          34.77          4.227
    560.83          34.76          4.224
    560.91          34.76          4.220
    560.99          34.76          4.217
    561.07          34.76          4.213
    561.16          34.76          4.210
    561.25          34.75          4.207
    561.33          34.75          4.203
    561.41          34.75          4.200
    561.49          34.75          4.197
    561.58          34.74          4.193
    561.66          34.74          4.190
    561.74          34.74          4.186
    561.82          34.74          4.183
    561.91          34.74          4.179
    561.99          34.74          4.176
    562.08          34.73          4.172
    562.16          34.73          4.169
    562.24          34.73          4.165
    562.32          34.73          4.162
    562.40          34.73          4.158
    562.49          34.72          4.155
    562.57          34.72          4.151
    562.65          34.72          4.148
    562.73          34.72          4.144
    562.82          34.72          4.141
    562.90          34.72          4.138
    562.99          34.71          4.134
    563.07          34.71          4.131
    563.15          34.71          4.128
    563.23          34.71          4.124
    563.31          34.70          4.120
    563.40          34.70          4.117
    563.48          34.70          4.113
    563.56          34.70          4.108
    563.65          34.69          4.105
    563.73          34.69          4.101
    563.81          34.69          4.096
    563.90          34.69          4.092
    563.98          34.69          4.088
    564.06          34.69          4.084
    564.14          34.69          4.081
    564.22          34.69          4.077
    564.31          34.68          4.073
    564.39          34.69          4.069
    564.48          34.69          4.065
    564.56          34.68          4.061
    564.64          34.68          4.057
    564.72          34.68          4.053
    564.81          34.68          4.049
    564.89          34.68          4.045
    564.97          34.67          4.041
    565.06          34.68          4.037
    565.14          34.68          4.033
    565.22          34.67          4.029
    565.30          34.66          4.025
    565.39          34.66          4.021
    565.47          34.66          4.018
    565.56          34.65          4.014
    565.64          34.65          4.010
    565.72          34.65          4.006
    565.80          34.65          4.002
    565.89          34.64          3.998
    565.97          34.64          3.994
    566.05          34.64          3.990
    566.14          34.64          3.986
    566.22          34.64          3.982
    566.30          34.64          3.978
    566.38          34.64          3.974
    566.46          34.64          3.970
    566.55          34.64          3.966
    566.63          34.64          3.962
    566.72          34.63          3.958
    566.80          34.63          3.954
    566.88          34.63          3.949
    566.97          34.63          3.945
    567.05          34.63          3.941
    567.13          34.62          3.937
    567.21          34.62          3.933
    567.30          34.62          3.928
    567.38          34.62          3.924
    567.46          34.62          3.920
    567.54          34.62          3.916
    567.63          34.62          3.912
    567.71          34.61          3.908
    567.79          34.61          3.904
    567.88          34.61          3.899
    567.96          34.61          3.895
    568.04          34.61          3.891
    568.12          34.60          3.887
    568.21          34.60          3.883
    568.29          34.60          3.879
    568.37          34.60          3.875
    568.46          34.60          3.871
    568.54          34.59          3.867
    568.62          34.59          3.862
    568.70          34.59          3.858
    568.79          34.59          3.854
    568.87          34.59          3.850
    568.95          34.58          3.845
    569.03          34.58          3.841
    569.12          34.58          3.836
    569.20          34.58          3.832
    569.29          34.58          3.827
    569.37          34.57          3.823
    569.45          34.57          3.819
    569.53          34.57          3.814
    569.62          34.57          3.810
    569.70          34.57          3.806
    569.78          34.57          3.802
    569.86          34.57          3.798
    569.95          34.57          3.794
    570.03          34.57          3.792
    570.11          34.56          3.788
    570.20          34.56          3.784
    570.28          34.56          3.780
    570.36          34.56          3.776
    570.45          34.56          3.772
    570.53          34.56          3.767
    570.61          34.56          3.763
    570.69          34.55          3.759
    570.78          34.55          3.754
    570.86          34.55          3.748
    570.94          34.55          3.744
    571.02          34.55          3.739
    571.11          34.55          3.735
    571.19          34.55          3.731
    571.28          34.54          3.727
    571.36          34.54          3.722
    571.44          34.54          3.718
    571.52          34.54          3.714
    571.60          34.54          3.710
    571.69          34.54          3.706
    571.77          34.53          3.702
    571.86          34.53          3.698
    571.94          34.53          3.695
    572.02          34.53          3.691
    572.10          34.53          3.686
    572.19          34.53          3.682
    572.27          34.52          3.679
    572.35          34.52          3.675
    572.44          34.52          3.671
    572.52          34.52          3.667
    572.60          34.52          3.664
    572.68          34.52          3.660
    572.76          34.52          3.656
    572.85          34.52          3.652
    572.93          34.52          3.649
    573.01          34.52          3.645
    573.09          34.51          3.641
    573.18          34.51          3.637
    573.26          34.51          3.633
    573.34          34.51          3.629
    573.43          34.51          3.625
    573.51          34.51          3.621
    573.59          34.50          3.618
    573.68          34.50          3.614
    573.76          34.50          3.610
    573.84          34.50          3.606
    573.92          34.50          3.602
    574.01          34.49          3.599
    574.09          34.49          3.595
    574.18          34.49          3.592
    574.26          34.49          3.588
    574.34          34.49          3.585
    574.42          34.49          3.581
    574.51          34.49          3.577
    574.59          34.49          3.574
    574.67          34.48          3.570
    574.76          34.48          3.567
    574.84          34.48          3.563
    574.92          34.48          3.560
    575.00          34.48          3.556
    575.09          34.48          3.553
    575.17          34.48          3.549
    575.25          34.48          3.546
    575.34          34.47          3.542
    575.42          34.47          3.539
    575.50          34.47          3.535
    575.58          34.47          3.531
    575.66          34.47          3.527
    575.75          34.47          3.524
    575.83          34.46          3.520
    575.91          34.46          3.517
    576.00          34.46          3.513
    576.08          34.46          3.510
    576.16          34.46          3.506
    576.25          34.46          3.503
    576.33          34.45          3.500
    576.42          34.45          3.496
    576.50          34.45          3.493
    576.58          34.45          3.490
    576.66          34.45          3.486
    576.75          34.45          3.483
    576.83          34.45          3.480
    576.91          34.45          3.476
    577.00          34.45          3.473
    577.08          34.45          3.469
    577.16          34.44          3.466
    577.25          34.44          3.462
    577.33          34.44          3.459
    577.41          34.44          3.456
    577.50          34.44          3.452
    577.58          34.44          3.449
    577.66          34.43          3.446
    577.74          34.43          3.443
    577.82          34.43          3.439
    577.91          34.43          3.436
    577.99          34.43          3.432
    578.07          34.43          3.429
    578.16          34.43          3.426
    578.24          34.43          3.423
    578.32          34.43          3.420
    578.41          34.43          3.417
    578.49          34.42          3.414
    578.57          34.42          3.410
    578.65          34.42          3.407
    578.74          34.42          3.404
    578.82          34.42          3.401
    578.90          34.42          3.398
    578.98          34.41          3.394
    579.07          34.41          3.391
    579.15          34.41          3.388
    579.23          34.41          3.384
    579.32          34.41          3.381
    579.39          34.41          3.378
    579.48          34.41          3.375
    579.57          34.41          3.371
    579.65          34.40          3.368
    579.73          34.40          3.365
    579.81          34.40          3.362
    579.90          34.40          3.359
    579.98          34.40          3.356
    580.06          34.40          3.353
    580.15          34.39          3.350
    580.23          34.39          3.347
    580.31          34.39          3.344
    580.39          34.39          3.341
    580.47          34.39          3.339
    580.56          34.39          3.336
    580.64          34.39          3.334
    580.72          34.39          3.332
    580.81          34.39          3.330
    580.89          34.39          3.328
    580.97          34.39          3.327
    581.06          34.39          3.325
    581.14          34.38          3.324
    581.22          34.38          3.321
    581.30          34.38          3.319
    581.39          34.38          3.316
    581.47          34.38          3.313
    581.56          34.38          3.309
    581.64          34.38          3.305
    581.72          34.38          3.301
    581.80          34.37          3.297
    581.89          34.37          3.292
    581.97          34.37          3.288
    582.05          34.37          3.283
    582.13          34.37          3.279
    582.22          34.36          3.274
    582.30          34.37          3.269
    582.38          34.36          3.264
    582.46          34.36          3.258
    582.55          34.36          3.253
    582.63          34.36          3.248
    582.71          34.36          3.244
    582.79          34.36          3.241
    582.88          34.36          3.238
    582.97          34.36          3.235
    583.05          34.36          3.234
    583.13          34.36          3.233
    583.22          34.35          3.233
    583.30          34.35          3.233
    583.38          34.35          3.233
    583.46          34.35          3.232
    583.55          34.34          3.230
    583.63          34.34          3.229
    583.72          34.34          3.227
    583.80          34.34          3.225
    583.88          34.34          3.223
    583.96          34.34          3.221
    584.04          34.34          3.218
    584.13          34.34          3.216
    584.21          34.34          3.213
    584.30          34.34          3.210
    584.38          34.34          3.207
    584.46          34.34          3.205
    584.54          34.33          3.202
    584.63          34.33          3.199
    584.71          34.33          3.197
    584.79          34.33          3.194
    584.88          34.33          3.191
    584.96          34.33          3.189
    585.04          34.33          3.186
    585.12          34.33          3.184
    585.21          34.32          3.181
    585.29          34.32          3.179
    585.37          34.32          3.176
    585.46          34.32          3.174
    585.54          34.32          3.172
    585.63          34.32          3.170
    585.71          34.32          3.167
    585.79          34.32          3.165
    585.87          34.31          3.163
    585.96          34.31          3.160
    586.04          34.31          3.158
    586.12          34.31          3.156
    586.21          34.31          3.154
    586.29          34.31          3.151
    586.37          34.31          3.149
    586.45          34.31          3.146
    586.54          34.31          3.144
    586.62          34.30          3.141
    586.71          34.30          3.139
    586.79          34.30          3.136
    586.87          34.30          3.134
    586.95          34.30          3.131
    587.04          34.30          3.129
    587.12          34.30          3.126
    587.20          34.30          3.124
    587.28          34.30          3.121
    587.37          34.30          3.119
    587.45          34.30          3.116
    587.54          34.29          3.114
    587.62          34.29          3.111
    587.70          34.29          3.108
    587.79          34.29          3.106
    587.87          34.29          3.103
    587.95          34.29          3.101
    588.03          34.29          3.098
